username,reply_to_tweet_id,reply_id,reply_text,created_at,likes,retweets,replies,clean_text
PutraAde21,1919415902879023381,1921908652358693273,"Keracunan itu memang hal yang ga wajar, mending kita dukung terus program ini agar bisa menjadi lebih baik kedepan nya Lanjutkan MBG",2025-05-12T12:41:44+00:00,0,0,0,keracunan memang tidak wajar mending dukung terus program menjadi lebih baik kedepan lanjutkan mbg
PutraAde21,1919415902879023381,1921908495311372494,Justru karena ga enak itulah makanya SOP dari program MBG ini dievaluasi besar besaran oleh BGN agar hal seperti ini tidak terjadi lagi Lanjutkan MBG,2025-05-12T12:41:07+00:00,0,0,0,justru tidak enak makanya sop program mbg dievaluasi besar besaran bgn tidak terjadi lanjutkan mbg
MercedesCl42704,1919415902879023381,1921908268030414866,Itu lah seharusnya kita membantu untuk mencarikan solusi dari masalah ini Lanjutkan MBG,2025-05-12T12:40:13+00:00,0,0,0,lah membantu mencarikan solusi masalah lanjutkan mbg
MercedesCl42704,1919415902879023381,1921908129182138595,"Semenjak ada kasus keracunan kayak gini, BGN lebih tegas kok dalam menertibkan SOP program MBG ini Lanjutkan MBG",2025-05-12T12:39:39+00:00,0,0,0,semenjak kasus keracunan kayak gini bgn lebih tegas menertibkan sop program mbg lanjutkan mbg
PlanYour4,1919415902879023381,1921907927364857982,"Kalau masalah makanan basi itu bukan salah program nya, tapi sama mitra MBG nya Lanjutkan MBG",2025-05-12T12:38:51+00:00,0,0,0,kalau masalah makanan basi bukan salah program sama mitra mbg lanjutkan mbg
PlanYour4,1919415902879023381,1921907744589639893,Itu lah semoga dengan banyak nya kasus keracunan ini BGN bisa lebih meningkatkan SOP dari program ini Lanjutkan MBG,2025-05-12T12:38:08+00:00,0,0,0,lah semoga banyak kasus keracunan bgn lebih meningkatkan sop program lanjutkan mbg
BorkPrew7412,1919415902879023381,1921907405731848572,Program ini di banyak sekolah nyatanya memberikan makanan yang bergizi dan mereka yang memakan nya juga sehat sehat aja Lanjutkan MBG,2025-05-12T12:36:47+00:00,0,0,0,program banyak sekolah nyatanya memberikan makanan bergizi memakan sehat sehat lanjutkan mbg
BorkPrew7412,1919415902879023381,1921907035400024339,"selama program MBG ini berjalan, program ini banyak membawa dampak positif kok ke banyak orang Lanjutkan MBG",2025-05-12T12:35:19+00:00,0,0,0,selama program mbg berjalan program banyak membawa dampak positif banyak orang lanjutkan mbg
CiaaHanberk,1919415902879023381,1921906853966971386,Program ini memberikan anak anak gizi yang mereka butuhkan ketika sedang dalam masa pertumbuhan Lanjutkan MBG,2025-05-12T12:34:35+00:00,0,0,0,program memberikan anak anak gizi butuhkan sedang masa pertumbuhan lanjutkan mbg
CiaaHanberk,1919415902879023381,1921906688627486904,"Sebenarnya banyak kasus MBG yang positif, tapi ga pernah di up, malah kasus kasus kayak gini yang sering di up Lanjutkan MBG",2025-05-12T12:33:56+00:00,0,0,0,sebenarnya banyak kasus mbg positif tidak pernah up malah kasus kasus kayak gini sering up lanjutkan mbg
ClarkJanshon,1919415902879023381,1921906461539504457,"Masalah keracunan itu bukan salah program nya, BGN juga sudah memperketat SOP di program MBG ini Lanjutkan MBG",2025-05-12T12:33:02+00:00,0,0,0,masalah keracunan bukan salah program bgn memperketat sop program mbg lanjutkan mbg
ClarkJanshon,1919415902879023381,1921906271977939411,"Penerima dari manfaat MBG ini banyak kok, dan mereka semua setelah menerima program ini rata rata sehat sehat aja Lanjutkan MBG",2025-05-12T12:32:17+00:00,0,0,0,penerima manfaat mbg banyak semua menerima program rata rata sehat sehat lanjutkan mbg
unnncomfortable,1919415902879023381,1921885106798465238,"make ni org, nir-empathi.",2025-05-12T11:08:11+00:00,0,0,0,make ni org nir empathi
SabrinaEl121,1919415902879023381,1921554691663548592,"kalau untuk ke semua daerah kayak nya belum deh, karena ini program masih baru, nanti kalau sudah lama pasti semua sekolah di indonesia dapet Lanjutkan MBG",2025-05-11T13:15:13+00:00,0,0,0,kalau semua daerah kayak belum program baru kalau lama semua sekolah indonesia dapet lanjutkan mbg
SabrinaEl121,1919415902879023381,1921554470829281426,"Bener banget seharusnya program ini memberikan gizi, tapi karena Mitra nya ada yang bermasalah makanya program ini bisa terjadi keracunan, dan Mitra tersebut sudah di tutup oleh BGN Lanjutkan MBG",2025-05-11T13:14:21+00:00,0,0,0,bener banget program memberikan gizi mitra bermasalah makanya program terjadi keracunan mitra tersebut tutup bgn lanjutkan mbg
PlanYout78433,1919415902879023381,1921554197314445330,"Di wajarin aja kak, program ini terbilang masih baru, jadi belum semua sekolah dapet, Lanjutkan MBG",2025-05-11T13:13:16+00:00,0,0,0,wajarin kak program terbilang baru jadi belum semua sekolah dapet lanjutkan mbg
PlanYout78433,1919415902879023381,1921553933144633824,"Program MBG ini telah dievaluasi, dimana dapur MBG yang bermasalah karena kasus keracunan itu di tutup, langka ini diambil untuk mengantisipasi kejadian yang sama terulang lagi Lanjutkan MBG",2025-05-11T13:12:13+00:00,0,0,0,program mbg dievaluasi dapur mbg bermasalah kasus keracunan tutup langka diambil mengantisipasi kejadian sama terulang lanjutkan mbg
PutraAde21,1919415902879023381,1921553661181731099,"memang program ini belum ke semua sekolah kak, karena baru dimulai program nya nanti kalau sudah agak lama pasti dapet kok Lanjutkan MBG",2025-05-11T13:11:08+00:00,0,0,0,memang program belum semua sekolah kak baru dimulai program kalau lama dapet lanjutkan mbg
PutraAde21,1919415902879023381,1921553489605403090,Program MBG telah dilakukan evaluasi SOP dan SPPG nya agar kejadian keracunan ini ga terulang lagi Lanjutkan MBG,2025-05-11T13:10:27+00:00,0,0,0,program mbg dilakukan evaluasi sop sppg kejadian keracunan tidak terulang lanjutkan mbg
MercedesCl42704,1919415902879023381,1921553248747430213,"Program ini baru aja dimulai beberapa bulan, nanti kalau sudah berjalan lancar pasti semua daerah dapet Lanjutkan MBG",2025-05-11T13:09:29+00:00,0,0,0,program baru dimulai beberapa bulan kalau berjalan lancar semua daerah dapet lanjutkan mbg
MercedesCl42704,1919415902879023381,1921553081277243576,"kalau masalah keracunan itu bukan salah dari program nya kak, karena di beberapa daerah itu program nya lancar lancar aja, ini adalah salah Mitra nya yang tidak becus dalam membuat makanan nya Lanjutkan MBG",2025-05-11T13:08:49+00:00,0,0,0,kalau masalah keracunan bukan salah program kak beberapa daerah program lancar lancar salah mitra tidak becus membuat makanan lanjutkan mbg
PlanYour4,1919415902879023381,1921552765303632338,"Program MBG ini masih di bilang di tahap awal kak, jadi wajar saja kalau belum kebagian Lanjutkan MBG",2025-05-11T13:07:34+00:00,0,0,0,program mbg bilang tahap awal kak jadi wajar kalau belum kebagian lanjutkan mbg
PlanYour4,1919415902879023381,1921552553742864420,Program MBG ini sedang di evaluasi lagi kok agar kedepannya program ini bisa lebih baik Lanjutkan MBG,2025-05-11T13:06:44+00:00,0,0,0,program mbg sedang evaluasi kedepannya program lebih baik lanjutkan mbg
BorkPrew7412,1919415902879023381,1921552366903451688,"Program ini jelas kok, dan program ini lagi dilakukan evaluasi SOP nya agar kejadian keracunan tidak ada lagi Lanjutkan MBG",2025-05-11T13:05:59+00:00,0,0,0,program jelas program dilakukan evaluasi sop kejadian keracunan tidak lanjutkan mbg
BorkPrew7412,1919415902879023381,1921552183402602984,"Program MBG ini memberikan anak anak makanan yang memiliki gizi tinggi, untuk masa pertumbuhan anak Lanjutkan MBG",2025-05-11T13:05:15+00:00,0,0,0,program mbg memberikan anak anak makanan memiliki gizi tinggi masa pertumbuhan anak lanjutkan mbg
CiaaHanberk,1919415902879023381,1921551960810877327,Program MBG ini lagi dilakukan evaluasi besar besaran kok agar kedepan nya tidak ada lagi kasus keracunan Lanjutkan MBG,2025-05-11T13:04:22+00:00,0,0,0,program mbg dilakukan evaluasi besar besaran kedepan tidak kasus keracunan lanjutkan mbg
giigipp,1919415902879023381,1921550653542764784,gini amat nyari duit sampe jadi buzzer pemerintah https://t.co/1doYfinZpT,2025-05-11T12:59:11+00:00,0,0,0,gini amat nyari duit sampe jadi buzzer pemerintah
CiaaHanberk,1919415902879023381,1921546822985679309,"Program ini membantu anak anak kok, dalam mendapatkan gizi agar mereka bisa tumbuh dengan sehat Lanjutkan MBG",2025-05-11T12:43:57+00:00,0,0,0,program membantu anak anak mendapatkan gizi tumbuh sehat lanjutkan mbg
ClarkJanshon,1919415902879023381,1921546576448598286,"Program MBG ini udah dilakukan evaluasi kok, jadi kita dukung terus biar lebih bagus program nya Lanjutkan MBG",2025-05-11T12:42:59+00:00,0,0,0,program mbg dilakukan evaluasi jadi dukung terus biar lebih bagus program lanjutkan mbg
ClarkJanshon,1919415902879023381,1921537509546201263,Program ini memberikan makanan yang bergizi dan gratis untuk membantu masa pertumbuhan anak anak Lanjutkan MBG,2025-05-11T12:06:57+00:00,0,0,0,program memberikan makanan bergizi gratis membantu masa pertumbuhan anak anak lanjutkan mbg
hyejeongaaa,1919415902879023381,1921097097698246703,"BENER BANGET!!! 🔥 Entah apalah, gatau tujuan mbg ini lama2. Kalau memang pemenuhan gizi, harusnya difokuskan ke daerah yg membutuhkan dulu lah, sambil merintis ibaratnya. Kalau langsung ke banyak wilayah yaa dananya bengkak",2025-05-10T06:56:55+00:00,0,0,0,bener banget!! entah apalah gatau tujuan mbg lama kalau memang pemenuhan gizi harusnya difokuskan daerah membutuhkan dulu lah merintis ibaratnya kalau langsung banyak wilayah dananya bengkak
hyejeongaaa,1919415902879023381,1921095831706370163,"yg difokuskan hrsnya remaja putri. Pada suka seblak, mkn pedes, per acian. Itu yg bahaya dan harusnya digalakkan mulai remaja putri. Di sekolah mbg, tp di luar jajan seblak, ya sm aja. Selain itu, berisiko ke masalah reproduksi. Program ini keknya juga udah ada cuma kurang aja",2025-05-10T06:51:53+00:00,1,0,0,difokuskan harusnya remaja putri suka seblak mkn pedes per acian bahaya harusnya digalakkan mulai remaja putri sekolah mbg luar jajan seblak sama berisiko masalah reproduksi program keknya cuma kurang
hyejeongaaa,1919415902879023381,1921094762175590444,"Bener, kalo tujuannya nuntasin stunting bukan ke anak sekolah, itu namanya ngasih makan. Harusnya pemenuhan gizi ke ibu hamil dan bbl. Trus kalo ada ibu yg belum keluar asinya itu gmn solusinya yg (sorry) kurang mampu beli sufor. Mau sufor kah atau ibu susu yg asinya berlebih -&gt;",2025-05-10T06:47:38+00:00,1,0,1,bener kalau tujuannya nuntasin stunting bukan anak sekolah namanya ngasih makan harusnya pemenuhan gizi ibu hamil bbl trus kalau ibu belum keluar asinya gimana solusinya sorry kurang mampu beli sufor mau sufor ibu susu asinya berlebih gt
hyejeongaaa,1919415902879023381,1921092177448378630,"Kalo ad menu yg intoleran jgn d mkn. Reaksinya bukan macam alergi, tp efeknya pusing+mual (lambung ga nerima). Dikira bisa cocok sama semua makanan 🥲 bukan gadoyan/picky, tp intoleran ini beda bgt. Aplg yg lambung sensitif, makanan ga bersih/kurang mateng dikit aja bs keracunan",2025-05-10T06:37:21+00:00,0,0,0,kalau ad menu intoleran jangan mkn reaksinya bukan macam alergi efeknya pusing mual lambung tidak nerima dikira cocok sama semua makanan bukan gadoyan picky intoleran beda bgt aplg lambung sensitif makanan tidak bersih kurang mateng sedikit bs keracunan
hyejeongaaa,1919415902879023381,1921089712636236120,"Hadehhhhh, udah deh mending kasih uang ke ortunya aja, suruh masak sendiri. Ga semua masakan itu cocok ya, kadang ada yg alergi atau intoleran. Tolong!!! Masa gini aja ga paham paham sih 🙃 ngabisin dana, tapi belum merata, kan bisa tuh prioritasin daerah yg memang butuh dulu",2025-05-10T06:27:34+00:00,0,0,0,hadehh mending kasih uang ortunya suruh masak sendiri tidak semua masakan cocok kadang alergi intoleran tolong!! masa gini tidak paham paham ngabisin dana belum merata kan tuh prioritasin daerah memang butuh dulu
petalwingx,1919415902879023381,1921044837073117232,raine lho... pengen tak bejek pake baru bergerigi,2025-05-10T03:29:15+00:00,0,0,0,raine lho pengen tak bejek pake baru bergerigi
dinaLM,1919415902879023381,1920730008223363231,"gak keracunan = sukses ?? ngeri juga ya konoha ini. asal gak keracunan aja, udah bagus banget nasibmu nak.. 🥲🥲",2025-05-09T06:38:14+00:00,0,0,0,tidak keracunan sukses ?? ngeri konoha asal tidak keracunan bagus banget nasibmu nak
grok,1919415902879023381,1920683034141224978,"Yes, President Prabowo Subianto claimed a 99.99% success rate for the MBG program on May 5, 2025, citing 200 food poisoning cases out of 3.4 million beneficiaries, as reported by sources like https://t.co/GdWCjMiHhN and https://t.co/INGwOlDvuD. Critics argue this may downplay safety concerns, as 200 cases are significant for a children's nutrition program. The final evaluation is set for December 2025.",2025-05-09T03:31:34+00:00,0,0,0,yes president prabowo subianto claimed success rate for the mbg program on may citing food poisoning cases out of million beneficiaries as reported by sources like and critics argue this may downplay safety concerns as cases are significant for children nutrition program the final evaluation is set for december
tercengkram,1919415902879023381,1920682486272512269,is this true mr. Prabowo said that?,2025-05-09T03:29:23+00:00,0,0,1,is this true mr prabowo said that?
musbarrk,1919415902879023381,1920679375621546395,Makanan Beracun Gratis,2025-05-09T03:17:02+00:00,0,0,0,makanan beracun gratis
irtikcantik,1919415902879023381,1920377249586368846,"Sebelum dapet MBG, bawa nasi dr rumah, lauk dapet dr sekolah, berbayar. Trus era MBG malah ada yg basi, banyak yg gak dimakan jg. Skrg bawa bekal dr rumah malah abis😁.",2025-05-08T07:16:29+00:00,0,0,0,dapet mbg bawa nasi rumah lauk dapet sekolah berbayar trus era mbg malah basi banyak tidak dimakan jg sekarang bawa bekal rumah malah abis
masamr6,1919415902879023381,1920324081162854562,"200 orang itu nyawa pak, bukan kelereng",2025-05-08T03:45:13+00:00,0,0,0,orang nyawa pak bukan kelereng
aiayaiahui,1919415902879023381,1920313463567466927,kita aja bakal d jadiin uji coba vaksin bang segitunya pemerintah g peduli sma rakyatnya,2025-05-08T03:03:02+00:00,0,0,0,bakal jadiin uji coba vaksin bang segitunya pemerintah peduli sma rakyatnya
aiayaiahui,1919415902879023381,1920313291856806176,"hentikan mbg, sebanyak itu siswa yang keracunan makanan ini bisa di katakan proyek gagal",2025-05-08T03:02:21+00:00,0,0,0,hentikan mbg sebanyak siswa keracunan makanan katakan proyek gagal
Cappelaa_lla,1919415902879023381,1920307289803644937,Stroke banyak omong,2025-05-08T02:38:30+00:00,0,0,0,stroke banyak omong
mumblec0re,1919415902879023381,1920302851063996653,"Dzolim banget ni orang, muak gw",2025-05-08T02:20:51+00:00,0,0,0,dzolim banget ni orang muak gw
Penyair_Berdiri,1919415902879023381,1920302654166552744,berarti patut diapresiasi dan layak memborong Piala Citra 🙏 Kalpataru 🙏 Adipura 🙏 UFC 🙏MMA🙏 INDONESIA GOT TALENT 2025🙏 Kami Bangga 🙏 Selamat Pak Prabowo 🙏 https://t.co/Yv8FnHGW8R,2025-05-08T02:20:04+00:00,0,0,0,berarti patut diapresiasi layak memborong piala citra kalpataru adipura ufc mma indonesia got talent bangga selamat pak prabowo
Beeenq,1919415902879023381,1920294361415516310,Nyawa urusannya bukan hanya angka,2025-05-08T01:47:07+00:00,0,0,0,nyawa urusannya bukan angka
laksono25,1919415902879023381,1920287276094865699,sebagai orang tua pasti ngeluarin sumpah serapah,2025-05-08T01:18:58+00:00,0,0,0,orang tua ngeluarin sumpah serapah
laksono25,1919415902879023381,1920286486445912420,malah bagus dihentikan. kalo bisa ga usah dimakan MBG bawa makan dari rumah saja kak,2025-05-08T01:15:50+00:00,1,0,1,malah bagus dihentikan kalau tidak usah dimakan mbg bawa makan rumah kak
laksono25,1919415902879023381,1920286335497117996,ya itu lah buzer laknat kak,2025-05-08T01:15:14+00:00,1,0,0,lah buzer laknat kak
laksono25,1919415902879023381,1920285854800462109,"kalo gak salah bisa nolak kan, bawa bekal saja dari rumah kak",2025-05-08T01:13:19+00:00,0,0,0,kalau tidak salah nolak kan bawa bekal rumah kak
laksono25,1919415902879023381,1920285399303274718,"setau saya baru siswa saja, ga tau kalo ibu2 hamil sudah dapet atau belum",2025-05-08T01:11:31+00:00,0,0,0,setau baru siswa tidak tahu kalau ibu hamil dapet belum
agoestone,1919415902879023381,1920284866551427395,Katanya dia rela mati untuk rakyat. Kenapa gak dia aja yg keracunan ya. Kalau cuma satu orang kan tingkat kesuksesannya jadi lebih tinggi.,2025-05-08T01:09:24+00:00,0,0,0,katanya rela mati rakyat tidak keracunan kalau cuma satu orang kan tingkat kesuksesannya jadi lebih tinggi
kangkomen1313,1919415902879023381,1920279431316443139,"Ng-ngg-nggak gtu konsepnya pak belio Ini tuh makanan, org makan, kl smpat koit gmna ? Mna ngambil kesimpulan ""Yg kracunan dkit, maka sukses besar"" Ampun dh gw sma pak belio ini 😮‍💨",2025-05-08T00:47:48+00:00,0,0,0,ng ngg nggak gtu konsepnya pak belio tuh makanan orang makan kl smpat koit gimana mna ngambil kesimpulan kracunan dkit sukses besar ampun dh gw sma pak belio
xyz07629305,1919415902879023381,1920278102615155017,jago matematika kamu wo,2025-05-08T00:42:31+00:00,0,0,0,jago matematika kamu wo
mukalu_jauh,1919415902879023381,1920275296764248186,Sejarah mau ditulis ulang kak sama fadli zon. Paham kan buat apa..,2025-05-08T00:31:22+00:00,0,0,0,sejarah mau ditulis ulang kak sama fadli zon paham kan buat apa
bakanosan1,1919415902879023381,1920262643555635587,"Rakyat hanya sekedar angka, pantesan mau jadi kelinci percobaan vaksin TBC, bodo amat ada korban juga...",2025-05-07T23:41:05+00:00,0,0,0,rakyat sekedar angka pantesan mau jadi kelinci percobaan vaksin tbc bodo amat korban
YonandaAdephira,1919415902879023381,1920260419509174682,"Temen2 maaf mau nanya, kalo masuk sppg itu emg lgsg diangkat jd p3k kah setelah 2bln kerja?",2025-05-07T23:32:15+00:00,1,0,1,temen maaf mau nanya kalau masuk sppg memang lgsg diangkat jadi pk bln kerja?
migdodo74,1919415902879023381,1920259758176481323,Meremehkan nyawa manusia dgn memberikan makanan yg tidak higenis atau mungkin basi sehingga membuat anak bukan tambah sehat malah keracunan . Program apa ini ?,2025-05-07T23:29:37+00:00,0,0,0,meremehkan nyawa manusia memberikan makanan tidak higenis mungkin basi membuat anak bukan tambah sehat malah keracunan program apa
Shxxnt_15,1919415902879023381,1920257679072559575,Apa yg kalian harapin? Blio ini tunggu ada yg mati dulu baru bertindak,2025-05-07T23:21:22+00:00,0,0,0,apa kalian harapin? blio tunggu mati dulu baru bertindak
silenceeyar,1919415902879023381,1920255781343240529,sakit bgt anjir,2025-05-07T23:13:49+00:00,0,0,0,sakit banget anjir
irtikcantik,1919415902879023381,1920252956315643972,"Iya, dan barengan itu reply nya wkwkw.",2025-05-07T23:02:36+00:00,0,0,0,iya barengan reply wkwkw
anomyhae,1919415902879023381,1920244392398631147,"Staffnya penjilat semua. Apa engga ada gitu tim lapangan, terus buat laporan, kemudian laporin deh yg terjadi di lapangan. Nyatanya yg di laporkan yg baik- baik doang. Tenang nyawa rakyat Indonesia hanyalah angka.",2025-05-07T22:28:34+00:00,0,0,0,staffnya penjilat semua apa engga gitu tim lapangan terus buat laporan kemudian laporin terjadi lapangan nyatanya laporkan baik baik doang tenang nyawa rakyat indonesia hanyalah angka
jwnoozz,1919415902879023381,1920226561460146195,contoh orang yg tidak berakal kh ini?,2025-05-07T21:17:42+00:00,0,0,0,contoh orang tidak berakal kh ini?
JjanIsTweeting,1919415902879023381,1920225930863387088,Pokoknya kata kuncinya harus “Lanjutkan MBG” 😂,2025-05-07T21:15:12+00:00,0,0,1,pokoknya kata kuncinya lanjutkan mbg
JjanIsTweeting,1919415902879023381,1920224284628431151,"Pak tau gak? Sekolah saya kan belum kebagian MBG, katanya minggu depan, tapi anak-anak kelas saya pada gak mau karena takut keracunan, karena mereka makannya ngikutin sunnah Rosul pake tangan gak pake sendok.",2025-05-07T21:08:40+00:00,0,0,0,pak tahu gak? sekolah kan belum kebagian mbg katanya minggu depan anak anak kelas tidak mau takut keracunan makannya ngikutin sunnah rosul pake tangan tidak pake sendok
Padamu___,1919415902879023381,1920220585768174003,Nyawa di indo tuh kayak nyawa seekor semut,2025-05-07T20:53:58+00:00,0,0,0,nyawa indo tuh kayak nyawa seekor semut
kucingcicing,1919415902879023381,1920207957670949096,"Lu bayangin yang ikut MBG 3 jta. Itu kalau amit2 keracunan 100rb, SERATUS RIBU SISWA. Dia bakal bilang ""Keberhasilan MBG 97%"" Wkowkwowksowkwoksoskso",2025-05-07T20:03:47+00:00,0,0,0,lu bayangin ikut mbg jta kalau amit keracunan rb seratus ribu siswa bakal bilang keberhasilan mbg wkowkwowksowkwoksoskso
Umar83638540,1919415902879023381,1920207437849649543,Klaim omon2 bajingan,2025-05-07T20:01:43+00:00,0,0,0,klaim omon bajingan
sleepbaee,1919415902879023381,1920206576981561707,Pengen ngatain di depan mukanya jadinya,2025-05-07T19:58:18+00:00,0,0,0,pengen ngatain depan mukanya jadinya
noontildusk,1919415902879023381,1920205848703611255,"apalah bukannya minta maaf malah denial dengan membuktikan keberhasilan, nyawa loh itu",2025-05-07T19:55:24+00:00,0,0,0,apalah bukannya minta maaf malah denial membuktikan keberhasilan nyawa loh
irtikcantik,1919415902879023381,1920198913275138554,Mulai ditunggangi buzzer. https://t.co/Rc8WnBx3FG,2025-05-07T19:27:51+00:00,1,0,2,mulai ditunggangi buzzer
daikion18,1919415902879023381,1920197474657902892,Gws akal sehat sia,2025-05-07T19:22:08+00:00,0,0,0,gws akal sehat sia
orpphe,1919415902879023381,1920195128624341448,"wait till the 0.01% hits your grandson. then talk about the 99.9% again.. RAKYAT CUMA ANGKA DIHADAPAN DIA, GILA",2025-05-07T19:12:48+00:00,1,0,0,wait till the hits your grandson then talk about the again rakyat cuma angka dihadapan gila
aswadin_dark,1919415902879023381,1920180811829293546,Knp pilih dia,2025-05-07T18:15:55+00:00,0,0,0,pilih
4sehat5miliar,1919415902879023381,1920172145440878973,he just make a math from the health of a kid? 1 nyawa hanya sekadar angka? what's wrong with him dawg?,2025-05-07T17:41:29+00:00,0,0,0,he just make math from the health of kid? nyawa sekadar angka? what wrong with him dawg?
Manusia0iLspill,1919415902879023381,1920159621529923813,contoh korban stunting ya begini pola pikir TOLOL KUADRAT!!,2025-05-07T16:51:43+00:00,0,0,0,contoh korban stunting begini pola pikir tolol kuadrat!!
FariF11737945,1919415902879023381,1920152498532462657,"KALO GW EMAKNYA ANAK YG KERACUNAN, DAH GW TENDANG TUH KEPALANYA WOWO",2025-05-07T16:23:25+00:00,0,0,0,kalau gw emaknya anak keracunan dah gw tendang tuh kepalanya wowo
rebel1096,1919415902879023381,1920148780424585520,anak kau kena makanan beracun terus mokad kaga sedih lu kentod?,2025-05-07T16:08:38+00:00,0,0,0,anak kau kena makanan beracun terus mokad kaga sedih lu kentod?
threadskip,1919415902879023381,1920148450819358943,serius dia ngomong gini? wkwwk,2025-05-07T16:07:19+00:00,0,0,0,serius ngomong gini? wkwwk
Punpun_1720,1919415902879023381,1920144872235036983,"Perlu diperkuat apanya? Yg ngelapor aja pada baik2in cerita ke wowok. Kalo jadi buzzer perlu tolol dulu ya buat mencerna? Lu sbg masyarakat gapunya akal kah, ketika presiden lu nganggep lu sbg warga cuma sebatas statistik?? TOLOL",2025-05-07T15:53:06+00:00,0,0,0,perlu diperkuat apanya? ngelapor baikin cerita wowok kalau jadi buzzer perlu tolol dulu buat mencerna? lu sbg masyarakat gapunya akal presiden lu nganggep lu sbg warga cuma sebatas statistik?? tolol
guesukagigit,1919415902879023381,1920139109953409136,mamahnyaa eciff liatt nihhh mahh,2025-05-07T15:30:12+00:00,0,0,0,mamahnyaa eciff liatt nihh mahh
alseiyem,1919415902879023381,1920136548256972936,"buseh bg, nyawa ini bg",2025-05-07T15:20:02+00:00,0,0,0,buseh bg nyawa bg
lekcoz,1919415902879023381,1920129038741557564,Titik terendah cowo=memilih Prabowo,2025-05-07T14:50:11+00:00,0,0,0,titik terendah cowo memilih prabowo
Sornetide,1919415902879023381,1920117618469396936,Kasihan sekali nasib rakyat Indonesia kalau kelalaian seperti ini dianggap remeh.,2025-05-07T14:04:48+00:00,0,0,0,kasihan sekali nasib rakyat indonesia kalau kelalaian dianggap remeh
febrianbm,1919415902879023381,1920112004662247577,https://t.co/Og0ThuCpcf Nih fakta e,2025-05-07T13:42:30+00:00,0,0,0,nih fakta
